result_no	generate_no	party_no	battle_result	
1	0	1	-2
1	0	2	-2
1	0	3	-2
1	0	4	-2
1	0	5	-2
1	0	6	-2
1	0	7	-2
1	0	8	-2
1	0	9	-2
1	0	10	-2
1	0	11	-2
1	0	12	-2
1	0	13	-2
1	0	14	-2
1	0	15	-2
1	0	16	-2
1	0	17	-2
1	0	18	-2
1	0	19	-2
1	0	20	-2
1	0	21	-2
1	0	22	-2
1	0	23	-2
1	0	24	-2
1	0	25	-2
1	0	26	-2
1	0	27	-2
1	0	28	-2
1	0	29	-2
1	0	30	-2
1	0	31	-2
1	0	32	-2
1	0	33	-2
1	0	34	-2
1	0	35	-2
1	0	36	-2
1	0	37	-2
1	0	38	-2
1	0	39	-2
1	0	40	-2
1	0	41	-2
1	0	42	-2
1	0	43	-2
1	0	44	-2
1	0	45	-2
1	0	46	-2
1	0	47	-2
1	0	48	-2
1	0	49	-2
1	0	50	-2
1	0	51	-2
1	0	52	-2
1	0	53	-2
1	0	54	-2
1	0	55	-2
1	0	56	-2
1	0	57	-2
1	0	58	-2
1	0	59	-2
1	0	60	-2
1	0	61	-2
1	0	62	-2
1	0	63	-2
1	0	64	-2
1	0	65	-2
1	0	66	-2
1	0	67	-2
1	0	68	-2
1	0	69	-2
1	0	70	-2
1	0	71	-2
1	0	72	-2
1	0	73	-2
1	0	74	-2
1	0	75	-2
1	0	76	-2
1	0	77	-2
1	0	78	-2
1	0	79	-2
1	0	80	-2
1	0	81	-2
1	0	82	-2
1	0	83	-2
1	0	84	-2
1	0	85	-2
1	0	86	-2
1	0	87	-2
1	0	88	-2
1	0	89	-2
1	0	90	-2
1	0	91	-2
1	0	92	-2
1	0	93	-2
1	0	94	-2
1	0	95	-2
1	0	96	-2
1	0	97	-2
1	0	98	-2
1	0	99	-2
1	0	100	-2
1	0	101	-2
1	0	102	-2
1	0	103	-2
1	0	104	-2
1	0	105	-2
1	0	106	-2
1	0	107	-2
1	0	108	-2
1	0	109	-2
1	0	110	-2
1	0	111	-2
1	0	112	-2
1	0	113	-2
1	0	114	-2
1	0	115	-2
1	0	116	-2
1	0	117	-2
1	0	118	-2
1	0	119	-2
1	0	120	-2
1	0	121	-2
1	0	122	-2
1	0	123	-2
1	0	124	-2
1	0	125	-2
1	0	126	-2
1	0	127	-2
1	0	128	-2
1	0	129	-2
1	0	130	-2
1	0	131	-2
1	0	132	-2
1	0	133	-2
1	0	134	-2
1	0	135	-2
1	0	136	-2
1	0	137	-2
1	0	138	-2
1	0	139	-2
1	0	140	-2
1	0	141	-2
1	0	142	-2
1	0	143	-2
1	0	144	-2
1	0	145	-2
1	0	146	-2
1	0	147	-2
1	0	148	-2
1	0	149	-2
1	0	150	-2
1	0	151	-2
1	0	152	-2
1	0	153	-2
1	0	154	-2
1	0	155	-2
1	0	156	-2
1	0	157	-2
1	0	158	-2
1	0	159	-2
1	0	160	-2
1	0	161	-2
1	0	162	-2
1	0	163	-2
1	0	164	-2
1	0	165	-2
1	0	166	-2
1	0	167	-2
1	0	168	-2
1	0	169	-2
1	0	170	-2
1	0	171	-2
1	0	172	-2
1	0	173	-2
1	0	174	-2
1	0	175	-2
1	0	176	-2
1	0	177	-2
1	0	178	-2
1	0	179	-2
1	0	180	-2
1	0	181	-2
1	0	182	-2
1	0	183	-2
